address,reagent_id,reagent_label,reagent_batch_name,rec_id,concentration,concentration_units
A01,07386eae-2c6c-4efb-a260-4790aef23e3e,"CP 80,633",AA-001,REC-0064389,10000,uM
A02,d1c7594b-ac60-4ec0-b901-891b2af35470,MB05032,AA-001,REC-0064733,10000,uM
A03,e555e8a8-a325-4ec7-9b73-4d69b897396f,Pinocembrin,AA-002,REC-0063827,10000,uM
A04,3d67dfbc-2a5c-44ab-be79-f025a77bb007,"3-(4-chlorobenzoyl)-4,5,6,7-tetrahydro-1-benzothiophen-2-amine",AA-001,REC-0064839,10000,uM
A05,cd637bd7-a242-408f-9391-d088538afd54,Misonidazole,AA-001,REC-0064397,10000,uM
A06,1c7877cb-9e64-45ae-827b-674e17565721,BI 224436,AA-001,REC-0064726,10000,uM
A07,ea37d0bc-faae-43bc-94e3-f0a41ac7b261,taprenepag,AA-001,REC-0064428,10000,uM
A08,b4b3971c-ec14-437b-93d2-2e7b682a1326,"3-[2-(4-chlorophenoxy)-2-methylpropanoyl]-1,3-thiazolidine-4-carboxylic acid",AA-001,REC-0064847,10000,uM
A09,73d7958c-2d9b-4ea1-95c6-86c5f0215562,"NG,NG-dimethyl-L-Arginine (hydrochloride)",AA-001,REC-0064403,10000,uM
A10,986c6a91-21fa-440f-b003-ecf115589b6e,Examorelin,AA-001,REC-0064758,10000,uM
A11,c515bab6-bd04-453f-a555-239f4ca35235,rapastinel,AA-001,REC-0064470,10000,uM
A12,a828daa8-2761-4568-b93d-c0703792cdb7,"3-[3-(4-phenylpiperazin-1-yl)propyl]-1,2,3,4-tetrahydroquinazoline-2,4-dione",AA-001,REC-0064856,10000,uM
A13,12ba9f9f-55a4-49c3-b202-5e246dc70e8c,Ibutamoren,BQ-003,REC-0003664,10000,uM
A14,e46663fe-af13-44ce-9685-7a1889799bb9,Avatrombopag,AA-001,REC-0064685,10000,uM
A15,113b236f-d4ab-4688-8ced-8c76b578cf3d,roquinimex,AA-001,REC-0064426,10000,uM
A16,977e9da9-5f12-4caa-9a29-ef1fcdb41755,1-(pyridin-3-yl)pyrrolidin-3-amine dihydrochloride,AQ-001,REC-0064863,10000,uM
A17,4cb2d180-62bf-4745-926f-78c212f87adc,"3,12-Bis(3-bromopropanoyl)-3,12-diaza-6,9-diazoniadispiro[5.2.5.2]hexadecane dichloride",AQ-001,REC-0064413,10000,uM
A18,feae0fc9-fe34-4e9c-93e2-e80fd0e1b73a,R-1479,AA-001,REC-0064650,10000,uM
A19,bdd76033-cad0-4c1c-9d78-a7fedc3f9dd3,indisulam,AA-001,REC-0064454,10000,uM
A20,f1293924-63bf-4c51-b771-cf2397cc3802,N-(methylcarbamoyl)acetamido N-methylcarbamate,AA-001,REC-0064872,10000,uM
A21,421eb36e-06d4-4a92-adfa-48b6200f54cd,Butibufen,AA-001,REC-0064478,10000,uM
A22,7b3ea1fd-46b5-4e96-8993-5744fc5cf7f4,Nesbuvir,AA-001,REC-0064671,10000,uM
A23,8994b6fc-3fca-4315-94af-370b9de356d6,Cordycepin,AA-003,REC-0063426,10000,uM
A24,020ea620-1951-49af-a03d-b52aef1b74e8,"2-[1-(2-{6-methyl-5H-[1,2,4]triazino[5,6-b]indol-3-yl}hydrazin-1-ylidene)ethyl]pyridine",AA-001,REC-0064880,10000,uM
A25,7bef7555-ab36-4b5a-8822-48d6a86ea74d,Calcium beta-hydroxy-beta-methylbutyric acid,FJ-001,REC-0064485,10000,uM
A26,8f88e504-7030-45ca-97da-1bc913336ce7,Lemborexant,AA-001,REC-0064688,10000,uM
A27,b0dc99a3-872d-40c3-863d-c44288c6babe,Isavuconazole,AA-002,REC-0063695,10000,uM
A29,a2ceee7a-ebbe-40cd-9915-52205a6bb50a,Y041-4623,AA-001,REC-0064491,10000,uM
A30,ac46201f-e326-4b8d-88b7-8e89da6a2eae,BMS-983970,AA-001,REC-0064720,10000,uM
A31,d7758c54-5ca4-4c9c-b1ed-d47a443ff2e1,chf5074,AA-001,REC-0064429,10000,uM
A32,f740b929-6781-49b6-8fad-b76833f1d725,"1-[1-(2-phenoxyethyl)piperidin-4-yl]-2,3-dihydro-1H-1,3-benzodiazol-2-one",AA-001,REC-0064894,10000,uM
A33,ab944d99-371f-4b9b-a9f1-ec5e3ccd351a,5-hydroxydecanoate sodium salt,FP-001,REC-0064498,10000,uM
A34,0b09290a-ea54-4ee7-a8ea-8799bbfa32c3,Omadacycline (hydrochloride),AQ-001,REC-0064713,10000,uM
A35,89eaaf37-d3db-4cc8-8f29-644855ab9e9a,Miransertib (ARQ 092) HCl,AQ-003,REC-0064153,10000,uM
A36,b587de5d-0d02-45dc-bf93-3e2923a6a66c,MK-0343,AA-001,REC-0064922,10000,uM
A37,e6e77273-d21a-41a2-8a6a-b15d66aa72fc,YM 511,AA-001,REC-0064571,10000,uM
A38,84324aaa-a363-4de5-b36f-c52ace0bfb04,Rubitecan,AA-001,REC-0064902,10000,uM
A39,44c391b1-4592-42ed-8105-f52b0ab8c428,ampalex,AA-001,REC-0064457,10000,uM
A40,9d5b2342-90db-45d8-885b-41f789c561d2,Terameprocol,AA-001,REC-0064927,10000,uM
A41,eea66df2-2b11-49e8-aba3-d063683af67d,CGS 20625,AA-001,REC-0064562,10000,uM
A42,cabcb25c-4b6a-474f-91eb-93a4bd5918fe,"N, N'-Hexamethylene bis(acetamide)",AA-001,REC-0064909,10000,uM
A43,cc2c7e0b-1e94-43de-92fe-63f22f9b41c5,Itacitinib (INCB39110),AA-002,REC-0064080,10000,uM
A44,5b2cc918-17b6-440e-8917-8775e88f51ae,Tifenazoxide,AA-001,REC-0064934,10000,uM
A45,1605a9d8-2909-4d85-8a9f-2204dd8dc499,ASP 2535,AA-001,REC-0064595,10000,uM
A46,8c4ac862-9dc6-4c7d-9212-ac13e92886a5,SR 27417,AA-001,REC-0064916,10000,uM
A47,14c98114-f398-4f81-9106-272c887796d2,an2718,AA-001,REC-0064452,10000,uM
A48,59ae4329-2eba-4261-ad5d-34df02439867,Eniluracil,AA-001,REC-0064941,10000,uM
AA01,e502e850-82b5-4a4f-9592-763deab956c3,PNU 22394 hydrochloride,AQ-001,REC-0064551,10000,uM
AA02,21b5940d-9ac1-4f46-9d1b-49dde69b247e,KX2-391,AA-004,REC-0001140,10000,uM
AA03,1c7a277c-c458-4fea-ac04-876ba633bc0c,Org 12962 hydrochloride,AA-001,REC-0063264,10000,uM
AA04,b695c62e-6297-467a-a126-e390bf86d2e9,ARQ 621,ZZ-001,REC-0001517,10000,uM
AA05,62f72d11-e39f-4c5a-a322-b8b9b37269c8,Flurizan,AA-001,REC-0064587,10000,uM
AA06,a0686715-dd2f-4bcc-a3cb-e3af6e33331f,MK-2206,ZZ-004,REC-0000848,10000,uM
AA07,91ec19f4-b23e-47f9-b0a5-70e68342fd0b,"4-[(1E)-3,3-dimethyltriaz-1-en-1-yl]benzoic acid",AA-001,REC-0064604,10000,uM
AA08,6baf05a2-9922-4dcf-b512-222991329098,Motolimod,ZZ-001,REC-0004260,10000,uM
AA09,ee31f7bd-0815-4b9c-95fe-2ece798d9ada,YM 976,AA-001,REC-0064543,10000,uM
AA10,01d9eef0-ad6d-4f11-936e-e78e09d65f82,DCC-2036,AA-004,REC-0000533,10000,uM
AA11,e343233f-e0d9-47f4-ad26-2b01ff745b3c,"1,3-dimethyl-7-(2-methylpropyl)-3,7-dihydro-1H-purine-2,6-dione",AA-001,REC-0064611,10000,uM
AA12,241856d0-1b00-4df8-aecb-99700b2a5675,LMI070,AA-002,REC-0004626,10000,uM
AA13,1735a133-4788-4017-9a8e-c90b894d8be2,Loreclezole hydrochloride,AQ-001,REC-0064530,10000,uM
AA14,87bb5f3c-2ea9-47b4-a684-ee1c5a284040,Tipifarnib,AA-005,REC-0001256,10000,uM
AA16,55763b84-843b-416c-978c-ef87e5ae11f6,SRT2104,AA-002,REC-0001786,10000,uM
AA17,79c95d53-4468-4a4e-8b1a-369f93ee7d19,NPC 15199,AA-001,REC-0064511,10000,uM
AA19,3a83f3cc-1150-452b-9793-89c51862ea65,INCB 3284 dimesylate,AA-002,REC-0063188,10000,uM
AA20,88a0feb1-8c5a-4d8b-95fc-d0b01ca5d221,Elafibranor,AA-002,REC-0033338,10000,uM
AA21,d38d3c05-f151-49a2-b140-d84a03c44cef,"BRL 37344, sodium salt",FP-001,REC-0064521,10000,uM
AA22,43afa7e9-74a8-4efe-8d91-059c08a1a330,Triptolide,ZZ-001,REC-0000278,10000,uM
AA23,60e2b4e2-115b-4377-9b5b-d24cf094c120,Vicriviroc (maleate),AT-001,REC-0064707,10000,uM
AA24,7bfbdb6f-d7d0-4d46-bc23-1869a36bfc4e,AMG-900,AA-002,REC-0000224,10000,uM
AA25,35b86803-c7af-403b-8018-a9b2bac55e00,Pronetalol,AQ-001,REC-0003254,10000,uM
AA26,b3cce526-b96e-4a2e-b46d-2ad5737f6b34,LY2090314,ZZ-003,REC-0001655,10000,uM
AA27,67c2fa46-8193-4ecb-8842-3d71186bc221,AZD7687,AA-001,REC-0064636,10000,uM
AA28,f1c5339d-3f56-493b-877d-c6e5f4c0f18a,PF-477736,AA-002,REC-0001119,10000,uM
AA29,5dfe56ce-e68a-4b40-b522-a098c3891fde,BMY 14802 hydrochloride,AQ-001,REC-0064532,10000,uM
AA30,1b08d875-3671-4f69-9ef7-ceeff23a161f,AZD-8835,AA-004,REC-0003954,10000,uM
AA31,b11fe0ed-05d7-43dc-80df-699da1763a7e,Evatanepag,AA-001,REC-0064654,10000,uM
AA32,53d058c4-77ce-49d6-8a76-4f32b3c255f3,CH5183284,AA-002,REC-0001813,10000,uM
AA33,65a2a1f0-3c0a-49d2-aa2c-186ce3cf0842,GBR 12909,AQ-001,REC-0064508,10000,uM
