address,reagent_id,reagent_label,reagent_batch_name,rec_id,concentration,concentration_units
A03,58b9e3f6-2576-43ab-a5d0-e8f726e75215,Salermide,AA-003,REC-0063082,10000,uM
A04,c8ed59e7-96a7-45ff-985c-bd918057512d,BLU-554 (BLU554),AA-001,REC-0064205,10000,uM
A05,69243c0f-55ee-4471-9e2d-44422bb47e53,ABT-737,AA-002,REC-0000126,10000,uM
A06,02707b16-8f55-493a-8751-4aea405dd04c,GSK429286A,AA-003,REC-0000970,10000,uM
A07,9b59c65e-c152-4f0c-8366-186ce1a916d3,Nelarabine,AA-002,REC-0002137,10000,uM
A08,75c9c610-5e36-4b8c-ac61-9220dfb4ab55,Methocarbamol,AA-002,REC-0001401,10000,uM
A09,9e3aba78-53a4-45a8-b360-4d453d12375f,Afatinib,ZZ-001,REC-0002214,10000,uM
A10,160a08bb-9a08-42a8-ba0d-42167a130c08,HMN-214,AA-003,REC-0001398,10000,uM
A11,9a47dfb0-1a91-4114-803e-82ec12cec134,Etoposide,AA-005,REC-0000269,10000,uM
A12,764497dc-b4ed-46be-b859-555cb644b65b,Nicotinic acid,AA-003,REC-0001434,10000,uM
A13,ac593457-4039-44fa-ba08-8f1e3a8b432c,Ridaforolimus,ZZ-001,REC-0002328,10000,uM
A14,6b02493e-b85a-42ef-ac50-211eb4529ef7,Cefaclor,ZZ-002,REC-0002591,10000,uM
A15,7cdba9c6-efd6-41c3-a485-01c561641d8f,AG-1024,AA-002,REC-0000177,10000,uM
A16,bd064a9c-2237-4232-a5e3-03d90b97484d,Pyrazinamide,AA-003,REC-0001436,10000,uM
A17,bcb0bcf2-b250-4e5a-89df-469f3a118dd0,NVP-AEW541,AA-003,REC-0001245,10000,uM
A18,4bfe53a4-09f2-4710-9590-51cdb3d32709,Cyclosporine,AA-002,REC-0000996,10000,uM
A19,4287aef4-ec1d-4577-a29e-fdb40b24b29e,Leflunomide,AA-003,REC-0000730,10000,uM
A20,1e56436f-c143-4aac-a6f9-11cb513dc5da,Thiotepa,AA-003,REC-0003402,10000,uM
A21,ac383df6-9e6e-4fa1-a960-b92904cbe9f1,Temsirolimus,ZZ-003,REC-0000358,10000,uM
A22,8a763095-7c6a-4610-9b2a-92c93e921035,Hesperadin,AA-003,REC-0000775,10000,uM
A23,42ef6532-e345-497c-8baf-885b38ec7c3b,Prasugrel,AA-002,REC-0000406,10000,uM
A24,6fba3bf3-212d-4680-9b9a-c1b260ba9caf,Tetrabenazine (Xenazine),AA-001,REC-0063625,10000,uM
A25,5e60657f-334e-42f5-988e-3243fe0357a2,Obatoclax,BQ-004,REC-0000797,10000,uM
A26,800f1477-84f0-4840-ab32-e6fc821f4c5a,Telaprevir,ZZ-001,REC-0000274,10000,uM
A27,10a417c7-a22d-4349-8780-0889e801c195,Vemurafenib,AA-002,REC-0000874,10000,uM
A28,55e61967-22a2-41a6-9400-773b394b6fb1,Acipimox,AA-002,REC-0000154,10000,uM
A29,d0b99405-2912-405f-87eb-9e82e325869b,AUY922,AA-003,REC-0000644,10000,uM
A30,fe49aef0-1e54-4b5d-a229-47ebef455da2,Pimobendan,AA-003,REC-0001208,10000,uM
A31,00ae3418-2adb-4dcc-ae25-b3ddc792fe80,Artemisinin,ZZ-001,REC-0000277,10000,uM
A32,4219f931-4ad3-4076-b3ae-1a8282f9ebb6,Betaxolol,AQ-002,REC-0000684,10000,uM
A33,084ce885-049d-49a8-a2ac-4c9a732a05a8,SU11274,ZZ-002,REC-0000834,10000,uM
A34,14ba8a27-2107-4129-86de-3457df368b1e,PD318088,AA-002,REC-0001053,10000,uM
A35,d7f25480-2872-418a-9bfa-a9067c9386b3,Cilnidipine,AA-002,REC-0001316,10000,uM
A36,005ce530-2ebb-4189-8602-6b1959131d81,Albendazole oxide,AA-002,REC-0000191,10000,uM
A37,658dbb1d-559b-48ac-bd63-d2aa0c9d6cbe,OSI-906,AA-003,REC-0001099,10000,uM
A38,006d9c5b-5b8b-441a-9b84-b8a5481f9bea,Candesartan,AA-002,REC-0000736,10000,uM
A39,48775987-410f-43f3-a296-870af0b4ccc7,Streptozotocin (STZ),AA-003,REC-0000328,10000,uM
A40,7f2590dd-e99a-4d09-9b02-186953d524e6,Bifonazole,AA-002,REC-0001378,10000,uM
A41,93154fe3-a9a3-4923-80f0-0443ff711dc8,MLN8054,AA-002,REC-0001100,10000,uM
A42,d9c9d0eb-2d40-47dd-a36d-28672ca94f32,Cefdinir,AA-002,REC-0000320,10000,uM
A43,55aa19e3-6611-4960-94d6-4753e9758034,Felbamate,AA-004,REC-0001406,10000,uM
A44,4970a553-e8f8-42cd-bb02-01dfa528fdb2,Ganciclovir,AA-003,REC-0002138,10000,uM
A45,829ab6dd-3b58-4fc7-bb11-d6f22744ed43,GSK2982772,AA-001,REC-0064198,10000,uM
A46,06f0d5f3-05da-4385-ad57-9b9650d0c83d,PF-06651600,AA-001,REC-0064211,10000,uM
AA03,bfc6a3ea-faae-4790-99c3-c44a9e3da6da,PHTPP,AA-001,REC-0064263,10000,uM
AA04,2254229f-052a-4ce5-8975-47ca020c8e45,Soybean isoflavones,ZZ-001,REC-0065006,10000,uM
AA05,c449780b-3439-416a-8ada-ffe9c8dece2a,Triciribine,ZZ-002,REC-0000330,10000,uM
AA06,f38a8e9a-9f5a-490e-9b1f-c3d734f38a83,Ethinyl estradiol,AA-005,REC-0001090,10000,uM
AA07,ee8b4d84-1eae-42f5-83d5-7517e6c9aacf,Lidocaine,AA-003,REC-0001286,10000,uM
AA08,c9211fd5-7376-4524-9f75-af905895c31a,Nicotinamide,AA-002,REC-0001435,10000,uM
AA09,9b3c583b-e2ad-4e85-b01e-67a08de45c0f,3-Aminobenzamide,AA-002,REC-0000058,10000,uM
AA10,0c07eeea-733f-4c0c-aa04-0287e3958def,Erythromycin,AA-005,REC-0001043,10000,uM
AA11,d80b30f0-4c32-4480-ae3d-74fad2c89968,Amonafide,AA-002,REC-0000235,10000,uM
AA12,e506df81-668c-4523-b386-c5011c6f4d19,Tioconazole,AA-002,REC-0001074,10000,uM
AA13,90334c91-6741-44a1-b922-6d92265a7e8d,Alvespimycin (17-DMAG) HCl,AQ-001,REC-0063621,10000,uM
AA14,173279f9-499e-46f3-b0a3-a32b40f93a4b,Ketoprofen,AA-003,REC-0001379,10000,uM
AA15,6dc7ca09-9ad2-4e8b-bac5-41cdf0efc6ca,Isotretinoin,ZZ-001,REC-0000384,10000,uM
AA16,b4cdae7d-c9ab-479a-8ee5-970e2b1b6988,Alibendol,AA-002,REC-0000197,10000,uM
AA17,497100c8-d3ec-414c-ada1-47eae5962bc4,Roscovitine,AA-002,REC-0002095,10000,uM
AA18,e1cb2282-3b83-4e47-ad79-7ffab57740ef,Ezetimibe,ZZ-001,REC-0001126,10000,uM
AA19,24bafc61-a434-4acb-83bd-4af6bafcd296,Ondansetron,AQ-002,REC-0000800,10000,uM
AA20,134ebf06-7811-4510-bab4-0364e6f00744,Methoxsalen,AA-002,REC-0001604,10000,uM
AA21,00864578-8a09-4b5a-b9a3-f3f4aff7180f,AT13387,AA-002,REC-0000400,10000,uM
AA22,929b652b-eed0-4d4d-8a07-90f9409769c4,6-Aminocaproic acid,AA-003,REC-0000016,10000,uM
AA23,f3edb477-b88d-42df-8068-52e0838347cb,Tenofovir Disoproxil Fumarate,AH-001,REC-0063623,10000,uM
AA24,51d4fac3-0b96-4ef1-a460-86e9ab8a2526,Primidone,AA-002,REC-0001691,10000,uM
AA25,1db633ee-e533-4d4a-b193-c32f9355c2b0,JNJ-26854165,AA-002,REC-0001207,10000,uM
AA26,a3174420-1fc9-494c-bbe0-6fdbc33f5746,Mesalamine,AA-003,REC-0001075,10000,uM
AA27,5e6afbe6-defd-4d7d-9971-6aa9bb61c4ea,Clopidogrel,BA-004,REC-0000838,10000,uM
AA28,a87fc906-bf68-4a59-b443-5f051272f57b,Amiodarone,AQ-007,REC-0000231,10000,uM
AA29,0c740e41-2270-4e90-b262-c1b01e25bee2,XAV-939,AA-002,REC-0001257,10000,uM
AA30,ec71740b-80e1-4762-a010-d9a4f99fdb0d,Carbamazepine,AA-006,REC-0002013,10000,uM
AA31,5099c1d5-2d13-4f6d-837c-f01eea0952a8,Tizanidine,AQ-003,REC-0000960,10000,uM
AA32,5c0e4920-c0d5-47c2-bfea-2eb30e149243,Maraviroc,AA-002,REC-0001374,10000,uM
AA33,b7cd7d5a-cf13-4eeb-86f7-ba0646822656,Fulvestrant,ZZ-003,REC-0000957,10000,uM
AA34,4d46a36c-88f5-4973-9349-26cbc1e10285,Estradiol,AA-004,REC-0001552,10000,uM
AA35,bcd59e3f-7a03-40b8-b957-123ec9f55c20,Aurora A Inhibitor I,AA-002,REC-0002099,10000,uM
AA36,dbdc5d97-ea9e-41eb-89e2-a888a3ce89c2,Suplatast,BZ-002,REC-0000689,10000,uM
AA37,bbdc1200-c059-468f-8bcf-a7aa2daf2788,Decitabine,AA-003,REC-0000366,10000,uM
AA38,40aa89fa-69f3-4d80-89a9-20efc5ecf60e,Azathioprine,AA-004,REC-0002118,10000,uM
AA39,416f2800-20cd-45ac-b982-6ade1191b02e,Thiazovivin,AA-003,REC-0001029,10000,uM
AA40,df5f3011-7374-4112-9882-a84081783786,Ginkgolide A,ZZ-001,REC-0002170,10000,uM
AA41,0e28c100-c135-4ace-a7f2-dc809510a52f,Methotrexate,AA-007,REC-0002084,10000,uM
AA42,ba9f078c-aa68-4302-8b66-7f304bfc9e84,Meloxicam,AA-004,REC-0001004,10000,uM
