Source,Source Plate Barcode,Source Well,Destination,Destination Plate Barcode,Destination Well,Transfer Volume,Concentration,Reagent ID,Printing ID,Layer,Updated At,Printed At,REC ID
Working-L1700-5thru8.v1.p1,r04226,T28,P-1,fake_bc,B02,2.5,10000.0,7331648c-32d4-4cb9-91d9-4c21a8e4960b,None,treatment,2019-12-11 12:24:13.240813,None,REC-0000652
Working-L1700-5thru8.v1.p1,r04226,D05,P-1,fake_bc,B02,2.5,10000.0,fa572339-e1f2-493b-a29c-df9af6d7628e,None,treatment,2019-12-11 12:24:13.241446,None,REC-0002410
Working-L1700-5thru8.v1.p1,r04226,Y42,P-1,fake_bc,B02,2.5,10000.0,1e75d15e-fa28-4cd2-a97c-5a3d0493049c,None,treatment,2019-12-11 12:24:13.242079,None,REC-0002206
Working-L1700-5thru8.v1.p1,r04226,E41,P-1,fake_bc,B02,2.5,10000.0,b9886bea-6f24-46d4-9512-5900a2c3e0ff,None,treatment,2019-12-11 12:24:13.242721,None,REC-0000431
Working-L1700-5thru8.v1.p1,r04226,P41,P-1,fake_bc,B02,2.5,10000.0,0264f184-da1f-4d6a-a735-2612827e1a03,None,treatment,2019-12-11 12:24:13.243357,None,REC-0063878
Working-L1700-5thru8.v1.p1,r04226,AA08,P-1,fake_bc,B03,2.5,10000.0,2e99725c-606d-4a1e-8d78-da4fc57d927f,None,treatment,2019-12-11 12:24:16.336951,None,REC-0000910
Working-L1700-5thru8.v1.p1,r04226,AE31,P-1,fake_bc,B03,2.5,10000.0,2dc56d3e-f4aa-4d24-b714-64df85d4a9a9,None,treatment,2019-12-11 12:24:16.337577,None,REC-0063778
Working-L1700-5thru8.v1.p1,r04226,K42,P-1,fake_bc,B03,2.5,10000.0,839eed48-ad13-4ed3-aae4-71634c4d5d04,None,treatment,2019-12-11 12:24:16.338198,None,REC-0000284
Working-L1700-5thru8.v1.p1,r04226,I26,P-1,fake_bc,B03,2.5,10000.0,a180ca29-0fe1-492a-a839-daf5f64b589d,None,treatment,2019-12-11 12:24:16.338827,None,REC-0063835
Working-L1700-5thru8.v1.p1,r04226,AC21,P-1,fake_bc,B03,2.5,10000.0,a40c7ace-fdbe-49c5-8787-069025a3892b,None,treatment,2019-12-11 12:24:16.339448,None,REC-0000941
Working-L1700-5thru8.v1.p1,r04226,Q16,P-1,fake_bc,B04,2.5,10000.0,5b1e4e8d-6532-40a9-a189-00a2e83a95d0,None,treatment,2019-12-11 12:24:12.934741,None,REC-0000496
Working-L1700-5thru8.v1.p1,r04226,AB06,P-1,fake_bc,B04,2.5,10000.0,501b3ac0-6610-48c5-8862-6c14f919dcd7,None,treatment,2019-12-11 12:24:12.935350,None,REC-0064036
Working-L1700-5thru8.v1.p1,r04226,W13,P-1,fake_bc,B04,2.5,10000.0,189b5d79-8165-4535-b1c9-3531788f731d,None,treatment,2019-12-11 12:24:12.935964,None,REC-0063653
Working-L1700-5thru8.v1.p1,r04226,AD44,P-1,fake_bc,B04,2.5,10000.0,e373776a-60df-4e50-9772-12310064b2b1,None,treatment,2019-12-11 12:24:12.936571,None,REC-0002132
Working-L1700-5thru8.v1.p1,r04226,X34,P-1,fake_bc,B04,2.5,10000.0,2613052d-6e04-4fcc-a471-ed5bb4c7d08c,None,treatment,2019-12-11 12:24:12.937177,None,REC-0000964
Working-L1700-5thru8.v1.p1,r04226,C20,P-1,fake_bc,B05,2.5,10000.0,03a95e0a-cd5f-4fc4-9b81-ce76e2c2a128,None,treatment,2019-12-11 12:24:15.158707,None,REC-0000379
Working-L1700-5thru8.v1.p1,r04226,E16,P-1,fake_bc,B05,2.5,10000.0,ef4561a5-afa9-4ad5-b7ba-58ac9f373e6b,None,treatment,2019-12-11 12:24:15.159389,None,REC-0002190
Working-L1700-5thru8.v1.p1,r04226,N21,P-1,fake_bc,B05,2.5,10000.0,64bd3a01-3768-4479-9729-d609ce342bfa,None,treatment,2019-12-11 12:24:15.160018,None,REC-0002700
Working-L1700-5thru8.v1.p1,r04226,D39,P-1,fake_bc,B05,2.5,10000.0,f34270fc-c40e-4999-a42f-bba8bf082fb9,None,treatment,2019-12-11 12:24:15.160644,None,REC-0063972
Working-L1700-5thru8.v1.p1,r04226,V30,P-1,fake_bc,B05,2.5,10000.0,61034cef-6347-4f97-931b-ae3ccafc8e15,None,treatment,2019-12-11 12:24:15.161279,None,REC-0064016
Working-L1700-5thru8.v1.p1,r04226,P06,P-1,fake_bc,B06,2.5,10000.0,b92ccdee-c1eb-4ccc-9e2f-2a580d309329,None,treatment,2019-12-11 12:24:12.687348,None,REC-0064034
Working-L1700-5thru8.v1.p1,r04226,D30,P-1,fake_bc,B06,2.5,10000.0,c4ce8387-90bc-4edf-8704-3c4fe24292a7,None,treatment,2019-12-11 12:24:12.687959,None,REC-0001160
Working-L1700-5thru8.v1.p1,r04226,W22,P-1,fake_bc,B06,2.5,10000.0,015c86cb-d1de-4eb5-975f-60b57b10f18e,None,treatment,2019-12-11 12:24:12.688568,None,REC-0000565
Working-L1700-5thru8.v1.p1,r04226,N29,P-1,fake_bc,B06,2.5,10000.0,d08c5e80-8f88-4fbe-b4d2-2a3e60d1fa71,None,treatment,2019-12-11 12:24:12.689178,None,REC-0003202
Working-L1700-5thru8.v1.p1,r04226,M12,P-1,fake_bc,B06,2.5,10000.0,6661f206-6965-4cd8-9a49-3375d26459eb,None,treatment,2019-12-11 12:24:12.689798,None,REC-0000976
Working-L1700-5thru8.v1.p1,r04226,F17,P-1,fake_bc,B07,2.5,10000.0,1e6668c3-1747-4f46-b2e8-06bedeffe12e,None,treatment,2019-12-11 12:24:16.193864,None,REC-0003485
Working-L1700-5thru8.v1.p1,r04226,AE05,P-1,fake_bc,B07,2.5,10000.0,8bbdd284-2f41-4d93-bb28-c9645dd3b5cb,None,treatment,2019-12-11 12:24:16.194499,None,REC-0063644
Working-L1700-5thru8.v1.p1,r04226,Z37,P-1,fake_bc,B07,2.5,10000.0,61281f5f-1b60-46b2-bc86-4141cac2a277,None,treatment,2019-12-11 12:24:16.195133,None,REC-0005401
Working-L1700-5thru8.v1.p1,r04226,I12,P-1,fake_bc,B07,2.5,10000.0,5d5f44e0-ecf2-4bb6-9717-0380b3f898c7,None,treatment,2019-12-11 12:24:16.195762,None,REC-0000927
Working-L1700-5thru8.v1.p1,r04226,C33,P-1,fake_bc,B07,2.5,10000.0,b852b8f8-a185-46dc-afe4-44e2c0c653a6,None,treatment,2019-12-11 12:24:16.196451,None,REC-0007012
Working-L1700-5thru8.v1.p1,r04226,H16,P-1,fake_bc,B08,2.5,10000.0,92404f45-a80a-4bfe-91cc-728e8d31d4c3,None,treatment,2019-12-11 12:24:13.781814,None,REC-0001104
Working-L1700-5thru8.v1.p1,r04226,Y12,P-1,fake_bc,B08,2.5,10000.0,25a50cbf-7783-488c-ba69-25779600c0b3,None,treatment,2019-12-11 12:24:13.782450,None,REC-0001387
Working-L1700-5thru8.v1.p1,r04226,L17,P-1,fake_bc,B08,2.5,10000.0,49330e71-ace2-44e7-9af1-b9e408666a57,None,treatment,2019-12-11 12:24:13.783083,None,REC-0003542
Working-L1700-5thru8.v1.p1,r04226,N07,P-1,fake_bc,B08,2.5,10000.0,10d229b7-9f35-4734-b66f-eef0aa0c612d,None,treatment,2019-12-11 12:24:13.783715,None,REC-0063883
